1,1,2000,1.0,23.9051570892
2,1,2000,1.0,23.7048101425
3,1,2000,1.0,23.1602737904
4,1,2000,1.0,23.136619091
5,1,2000,1.0,23.3317351341
6,1,2000,1.0,21.5654709339
7,1,2000,1.0,23.7971770763
8,1,2000,1.0,22.7152609825
9,1,2000,1.0,23.2376608849
10,1,2000,1.0,22.6809461117
11,1,2000,1.0,22.3121888638
12,1,2000,1.0,22.4930489063
13,1,2000,1.0,23.5746371746
14,1,2000,1.0,22.4998037815
15,1,2000,1.0,22.3407478333
16,1,2000,1.0,22.4565629959
17,1,2000,1.0,22.2144188881
18,1,2000,1.0,22.7893509865
19,1,2000,1.0,23.0760219097
20,1,2000,1.0,22.5703618526
1,10,200,1.0,9.63124296665
2,10,200,1.0,9.66370177269
3,10,200,1.0,10.5643462897
4,10,200,1.0,9.62049529552
5,10,200,1.0,9.60260696411
6,10,200,1.0,9.5784907341
7,10,200,1.0,10.0101720095
8,10,200,1.0,9.32754819393
9,10,200,1.0,9.56914174557
10,10,200,1.0,9.84189088344
11,10,200,1.0,9.52688789368
12,10,200,1.0,9.85023748875
13,10,200,1.0,9.65874123573
14,10,200,1.0,9.37502586842
15,10,200,1.0,9.39255797863
16,10,200,1.0,9.35854618549
17,10,200,1.0,9.88732850551
18,10,200,1.0,9.77520689964
19,10,200,1.0,9.30335903168
20,10,200,1.0,9.78075733186
1,20,100,1.0,8.61190729141
2,20,100,1.0,8.88987128735
3,20,100,1.0,8.93408998251
4,20,100,1.0,8.83537406921
5,20,100,1.0,8.63537085056
6,20,100,1.0,8.94921830893
7,20,100,1.0,8.7247638464
8,20,100,1.0,9.01644253731
9,20,100,1.0,9.53904565573
10,20,100,1.0,9.08366086483
11,20,100,1.0,8.97494212389
12,20,100,1.0,8.81870360374
13,20,100,1.0,8.98337342739
14,20,100,1.0,9.31106148958
15,20,100,1.0,8.90301001072
16,20,100,1.0,9.06543130875
17,20,100,1.0,9.34089772701
18,20,100,1.0,9.36600036621
19,20,100,1.0,9.03192875385
20,20,100,1.0,9.06981991529
1,30,66,1.0,9.19718367259
2,30,66,1.0,8.96891210874
3,30,66,1.0,8.7613912344
4,30,66,1.0,8.72711952527
5,30,66,1.0,8.73631837368
6,30,66,1.0,8.35839436054
7,30,66,1.0,8.89142092864
8,30,66,1.0,7.87823434671
9,30,66,1.0,8.28700560729
10,30,66,1.0,8.85438500246
11,30,66,1.0,8.30174018542
12,30,66,1.0,8.85950789452
13,30,66,1.0,8.56472218037
14,30,66,1.0,8.60660672983
15,30,66,1.0,8.06378531456
16,30,66,1.0,8.77831756274
17,30,66,1.0,8.5573441267
18,30,66,1.0,8.69532766342
19,30,66,1.0,8.66497786045
20,30,66,1.0,8.7454653581
1,40,50,1.0,9.22110655904
2,40,50,1.0,8.21189696193
3,40,50,1.0,8.87351276874
4,40,50,1.0,8.44723920822
5,40,50,1.0,8.98746771216
6,40,50,1.0,7.93024995327
7,40,50,1.0,7.6774761796
8,40,50,1.0,8.29729932547
9,40,50,1.0,8.41340888739
10,40,50,1.0,9.17318244576
11,40,50,1.0,8.98683724403
12,40,50,1.0,8.54176888466
13,40,50,1.0,8.91171631813
14,40,50,1.0,8.26627922058
15,40,50,1.0,8.37482867241
16,40,50,1.0,9.21217028499
17,40,50,1.0,7.97467790246
18,40,50,1.0,8.63009910583
19,40,50,1.0,8.5656131804
20,40,50,1.0,8.22763316631
1,50,40,1.0,9.39300945282
2,50,40,1.0,9.46790783882
3,50,40,1.0,8.3545066452
4,50,40,1.0,7.83245651245
5,50,40,1.0,8.29541554928
6,50,40,1.0,9.19097446918
7,50,40,1.0,8.33173119545
8,50,40,1.0,7.74181193352
9,50,40,1.0,8.83061261177
10,50,40,1.0,8.83896287441
11,50,40,1.0,9.03309584618
12,50,40,1.0,9.05032318115
13,50,40,1.0,8.4648211956
14,50,40,1.0,8.41903308868
15,50,40,1.0,8.93781629562
16,50,40,1.0,9.15604480267
17,50,40,1.0,8.62465321064
18,50,40,1.0,8.81732836723
19,50,40,1.0,8.05217578411
20,50,40,1.0,7.97349298954
1,60,33,1.0,8.04298685392
2,60,33,1.0,8.61993265947
3,60,33,1.0,8.85931378206
4,60,33,1.0,9.12293030024
5,60,33,1.0,8.55616904497
6,60,33,1.0,9.00246415138
7,60,33,1.0,7.89681523244
8,60,33,1.0,9.47690042655
9,60,33,1.0,8.72031695445
10,60,33,1.0,7.98138688803
11,60,33,1.0,9.10024690628
12,60,33,1.0,8.07568815549
13,60,33,1.0,8.1594826897
14,60,33,1.0,8.65878961881
15,60,33,1.0,8.17036312421
16,60,33,1.0,8.55028682947
17,60,33,1.0,8.17910141548
18,60,33,1.0,8.86176439921
19,60,33,1.0,8.63988947074
20,60,33,1.0,8.387129426
1,70,28,1.0,8.10273708957
2,70,28,1.0,9.04444947924
3,70,28,1.0,8.63905529976
4,70,28,1.0,8.22306636742
5,70,28,1.0,8.24181271621
6,70,28,1.0,8.03619481155
7,70,28,1.0,8.14873814583
8,70,28,1.0,10.1704344749
9,70,28,1.0,9.05262754645
10,70,28,1.0,9.03098500797
11,70,28,1.0,8.73080117021
12,70,28,1.0,8.94023415702
13,70,28,1.0,7.89838048049
14,70,28,1.0,7.86578247207
15,70,28,1.0,8.7088049514
16,70,28,1.0,8.95022192001
17,70,28,1.0,8.72502343655
18,70,28,1.0,8.83573046752
19,70,28,1.0,8.0805196728
20,70,28,1.0,9.82450718879
