1,1,2000,1.0,27.5880889893
2,1,2000,1.0,28.8556139469
3,1,2000,1.0,25.1779530048
4,1,2000,1.0,25.1057879925
5,1,2000,1.0,28.1517260075
6,1,2000,1.0,24.9960482121
7,1,2000,1.0,25.4765160084
8,1,2000,1.0,23.9894170761
9,1,2000,1.0,22.2837071419
10,1,2000,1.0,24.7460830212
11,1,2000,1.0,27.2746481895
12,1,2000,1.0,30.5373969078
13,1,2000,1.0,27.4162960052
14,1,2000,1.0,29.2835249901
15,1,2000,1.0,30.2902779579
16,1,2000,1.0,35.0390450954
17,1,2000,1.0,24.4753420353
18,1,2000,1.0,22.2697710991
19,1,2000,1.0,28.6840980053
20,1,2000,1.0,22.4441289902
1,10,200,1.0,9.53124299049
2,10,200,1.0,9.65734860897
3,10,200,0.42,11.2924860001
4,10,200,1.0,8.91456449032
5,10,200,1.0,8.98563833237
6,10,200,0.39,10.5136605978
7,10,200,1.0,15.4261015892
8,10,200,0.71,15.0639321089
9,10,200,0.61,11.1434034347
10,10,200,1.0,9.68010575772
11,10,200,0.86,10.101926899
12,10,200,0.87,9.58537824154
13,10,200,0.24,12.1111088038
14,10,200,1.0,13.024843955
15,10,200,1.0,10.5934185982
16,10,200,1.0,9.37088418007
17,10,200,1.0,14.3308573961
18,10,200,1.0,13.3108863831
19,10,200,1.0,14.7224990606
20,10,200,1.0,9.21482443809
1,20,100,0.33,12.415426147
2,20,100,1.0,10.2025939465
3,20,100,0.28,8.93165221214
4,20,100,1.0,8.87968728542
5,20,100,0.57,12.3641084194
6,20,100,0.45,12.9882799506
7,20,100,1.0,9.04920423031
8,20,100,0.2,8.91164747477
9,20,100,0.56,9.54394763708
10,20,100,0.51,12.1783385754
11,20,100,1.0,12.0758016348
12,20,100,0.43,9.21900622845
13,20,100,1.0,12.4528908133
14,20,100,1.0,12.2394189477
15,20,100,1.0,13.06495682
16,20,100,0.32,15.7335795403
17,20,100,0.36,10.1585029244
18,20,100,0.51,13.2746242285
19,20,100,0.55,14.0189340711
20,20,100,0.27,10.4375446558
1,30,66,0.16,8.97069268227
2,30,66,0.26,9.53580701351
3,30,66,1.0,12.0172350566
4,30,66,0.26,9.12116651535
5,30,66,0.27,9.29581914743
6,30,66,0.2,10.5631369988
7,30,66,1.0,13.2811650197
8,30,66,0.2,9.86047154267
9,30,66,0.4,11.6518617312
10,30,66,0.44,12.3775568247
11,30,66,0.17,10.4076679548
12,30,66,0.26,12.4622265498
13,30,66,0.31,8.62841699918
14,30,66,0.24,9.36163224379
15,30,66,0.23,11.6126762072
16,30,66,0.3,9.19207831224
17,30,66,0.17,8.65459387302
18,30,66,0.26,12.7365624269
19,30,66,0.27,11.1063433727
20,30,66,0.37,11.1292410056
1,40,50,0.4,12.5329244912
2,40,50,0.33,10.5177741766
3,40,50,0.21,11.287447834
4,40,50,0.33,9.99889355302
5,40,50,0.22,7.83952365518
6,40,50,0.31,9.39688639641
7,40,50,1.0,10.1582062364
8,40,50,1.0,10.1958204806
9,40,50,0.39,14.7246228993
10,40,50,0.29,10.5054389298
11,40,50,0.22,8.40156390667
